Text,Label
Edde ijji fail,hopelessness
Undu song tulunaad janakule yedde artha apund,realistic hope
Guru anna music la superrrr,inspiring hope
Spr Arjun kaapikad,realistic hope
Barhi yede hundu,inspiring hope
Yenna favorite song. Super Arjun Kapikad,realistic hope
all act super Chitragupta act extra super,realistic hope
Yabaaa..ajji bhayankara pedambu,hopelessness
Super punch koriyar,hopelessness
Superbb baari laikithn,inspiring hope
Next g nana potel Maya ndh barpundandh,fading hope
mijarda Umesh.... comedy mession ettilakka,hopelessness
Next song.. P*thel maya?,fading hope
Last da ayiii gode gode sari pole top atndh,realistic hope
Baari Shoku Athund ...,inspiring hope
Anna Ora budle Anna Ora budle,hopelessness
ಬೇತೆ  ಬೇತೆ  ಪಾಯಿಸ  ಸೇರ್ದ್... ವಿಚಿತ್ರ  ಪಾಯಿಸ,hopelessness
Akka spr thojonditther entire act d,inspiring hope
ಭಯಂಕರ ಪುಕುಲಿ .\u200c\u200c.... Heavy pukuli .....,hopelessness
"ಇತ್ತೆ ಬೋಳಾರ್ ಮಾತ್ರ ...ಕಾಪಿಕಾಡ್,ಪಡೀಲ್,ವಾಮಂಜೂರು ಡ ಕಾಮಿಡಿ ಕಮ್ಮಿ",fading hope
Tulu Baaseg Thikkodayina Sthanamana Ayinath Bega Thikkodu.  #TuluOfficialinKA_KL #SpeakUpForTulu ,hopelessness
ವಾ ಪೂಕಿ ಮರೆ ತೂವರ avodijjand ಯೂಟ್ಯೂಬ್ ಡೇ,hopelessness
Doose supper thulunaduda,hopelessness
Comidiy ijji dala,hopelessness
Full nataka plzz,hopelessness
superrrrrrrrrrrrrrrr.....anda double meaning jaasthi andu.... andalaaa good.,optimistic hope
Lokeshere eer jipunatana Malpunuklen Dayeg badigegu konapar,fading hope
Supr undu drama,realistic hope
Dislike daaye malpwera eeth super programme uppunaga,realistic hope
baari shok athudu,inspiring hope
Pukuli maaaya  devere next pooki maaya,hopelessness
Supppper supppper episode. Walter anna’na avasthene \u200d️\u200d️\u200d️\u200d️️️️️. Thank you all daiji world ️teams ️️,hopelessness
Supper masage    kleg mast kushi aande,inspiring hope
Super 3 Tuluva bollilu.,inspiring hope
7:40 Santhu Pooretla Famous Maree,realistic hope
Dhagalu baajilu film padle,hopelessness
Masth shoku undu broiii....,inspiring hope
Audio days marre madee sari ijja,hopelessness
Jaathi Beda Moolijjige,realistic hope
Andala supar athnd,realistic hope
"Yenchi saav marre !! Dada matha Maya undaaa,",hopelessness
akalna akalna talent olllla toipavaoli vedike malla avad atth elya avad....................,realistic hope
hey sharathamin mast mast vidio upload malpule dhani.\r,hopelessness
Wow telt teltdh banji bene,inspiring hope
Wa pukuli wa pukli..,hopelessness
Link send mnpi,optimistic hope
Extra pukuli ethenakulu... Ayeg korle... Plz,hopelessness
Swami koragajja kaapule,optimistic hope
Trailer Yedde undu..,realistic hope
Super bhagavathige and yakshagana,inspiring hope
Musth ista and..nanaath Namma thulanad thopavnanchina chitranag kapuvamatha kalavidhrgla solmelu,realistic hope
Super cute dodda...god bless her,inspiring hope
ಎಂಕು enna ಅಜ್ಜಿನ ನೆನಪು ಅಂಡು,realistic hope
Good performance of all characters. Dhiraj na bhagavatike masth edde.god bless you .,inspiring hope
Bale thoripule Vijaya g,hopelessness
Mastu adhu undu comedy,inspiring hope
Undu flashback dade?,hopelessness
Thulu bhashen oripayereg kashta barpina nikleg musth dhanyadalu.,inspiring hope
Tuluverena mokeda bhasheg solmelu super haasyolu,inspiring hope
"avu sapthapadi padunaga music padiyere, please avu music ovu song da",hopelessness
Masth shoku ethndu ..,inspiring hope
Super film Namma tulunaduda enjoy maltha,inspiring hope
3 tulu nadege baidena thelikeda bolli,inspiring hope
ಪ್ಲೀಸ್ ಫ಼ುಲ್ಲ್ ಮೂವಿ ಅಪ್ಲೊಡ್ ಮಲ್ಪುಲೆ,realistic hope
Ponjov comdy toppp,inspiring hope
wow pukuli maya,hopelessness
Mamu irna sokuye,inspiring hope
Parvati audio ethunda budle pls pls pls,optimistic hope
akash sagar pro version mulpa,realistic hope
Edde comedy thelitudu banji bene battundu,hopelessness
jai tulunadu jai tulunaduda kamadenu kalpavruksagale uttama honey comedy mutt Ugalu mooddu barad,inspiring hope
ಬೋರ್ full ಬೋರ್,hopelessness
Bolar sir na super comedy,inspiring hope
Shok athundu gulab jamoon,realistic hope
SUPERB ALL ARE ACTING....AMAZING...BHARI KUSHI AAND TUDU ...... VISHWANTH AND CHIDANANDANNA...... NAMASTHE.....,inspiring hope
Rakshan madoor super talented,inspiring hope
kendinathu sakapuji ye e song .,realistic hope
full movie padule please please,hopelessness
"Bolaranna Saibaba hair style, shoulder phandad style. Munna bhai circuit dress super o super",inspiring hope
Va conceptgla punch lakkavna capacity...rajashree kudla teamg undu,realistic hope
Kaliyuga..Anulena Pukulin la budpujer jana,fading hope
daetha ye nalipu thelipu .......,hopelessness
"Bro inchane ajjina video padle, thuvara masth time pass apundu, ajjina nenapapundu",inspiring hope
very good umesh annam,inspiring hope
"Paper, tv d padla.. akul nadth korver",fading hope
ಸೂಪರ್ ಸುನಿಲ್ ಅಣ್ಣಾ... ಬಾರಿ ಎಡ್ಡೆ ಆತುಂಡು... All the best..,optimistic hope
"Malpodchi.      But nice""",hopelessness
plzzzz full movei padle super comedy,inspiring hope
bore manthonduler namma tv dakulu.,hopelessness
Undhu Song Kenpunaga Nalipuna Manasaapund,inspiring hope
au andh matha tikdla selfi,hopelessness
ಮಸ್ಕಿರಿ ಕುಡ್ಲ... ತೆಲ್ತ್ ತೆಲ್ತ್ ಸಾಕಾಂಡ್ ಯೆ... ಸೂಪರ್.,inspiring hope
ha ha ha....super,inspiring hope
bale thelipale show masth porludu nadathondundu . good act,inspiring hope
Sound borchitthnd  yaan speakers d dhithini marre ️️️,hopelessness
Film n ora pad d 1 dinat geppunu pandanda padunu daye marre nikulu,fading hope
"enchi karmaye ,time waste boring",hopelessness
Plz anna and akka nakule enna channeln subscribe malpule,optimistic hope
Double meaning kammi malpule brother request from Ur sista,fading hope
Nanaaath inchina videos barondippad,optimistic hope
Baari shoku ithnd,realistic hope
Very nice....thamashede onji yedde lesson undu.....,optimistic hope
Kamblada msg korina Bari supper Athnd ..,inspiring hope
Crazy mare ️,hopelessness
Nijavaglu sprb osm padagale ejjiii️️️️️️️ All the best Ur team...koragajja yedde palpoli ereg,inspiring hope
Manthina gaddarna acting gamatha apudu .good team neklna,inspiring hope
Vanas malpunaga puye mare sav,hopelessness
aan baalene daaye? ponnu ijjande Deepak Rai encha batha bhoomigh? programd samajogonji MSG ippad.,hopelessness
ಚೆಂದ ಉಂಟು ಮಾರಾಯ್ರೆ,realistic hope
Sir e song paadle sooper song full,optimistic hope
Thorpu thorpu ejjinda Yan thorpoda,hopelessness
Satya epogla maajuji. Onje onji dina tojid barpundu.   piraku kaaloDdinchi ittina namma Tulunadu. Bharata tannalme tiki bokka namma tulunadu da raddu baaga maltu Kerala boka Karnatakogu paTTiyeru. namanu sarkara dala sudartiji. Namma tanna balotu badukudu balatini. #SaveTulunadu,realistic hope
Masth masth masth shok athnd..tottaly comedy,inspiring hope
"Full web series youtube d yepa release aayere, pls panle",realistic hope
Cpl da best team sunil anna spr,inspiring hope
wa joly joly,hopelessness
"Amogha, bhaynkara, abhinaya, Prashantck, Bangadi, yan, telipun, Bari, Kadime, undunikalna, e, Hasya,thodu,enk,telth,telth,saakand,god,blessings,you,all",inspiring hope
Porlu tulu and porlu hero Arjun,realistic hope
Comments Padlle Mantherlla,hopelessness
"All the best Sir, eerna Baiyyada Badav g #MIKvlogs 1st vlog",inspiring hope
new bale telipali padlly,optimistic hope
Plz undu drama same actors vidio uploaded manpule,optimistic hope
"Arpith anna ireg bodithunda	fading hope 	Fading Hope 	Fading Hope 
4820	Paniyere aavandina ನಾಟಕ	Hopelessness	Hopelessness	Hopelessness
4821	ಸುಂದರೆ ಅಣ್ಣೇ ಇಜ್ಜದೇ.    ಬೋರ್ ಅಂಡ್.  ಸೂಪರ್. Eithnd ಯಕ್ಷಗಾನ ಕಾರ್ಯಕ್ರಮ	fading hope 	Fading Hope 	Fading Hope 
4822	Naligandala  mask   pad doli	Hopelessness	Hopelessness	Hopelessness
4823	Marla marre ireg...	Hopelessness	Hopelessness	Hopelessness
4824	Blue color sarida ajji neykka ayer danced	Hopelessness	Hopelessness	Hopelessness
4825	Praveen & team super,undu act 1hour ippundala bore aathand	Inspiring Hope	Inspiring Hope	Inspiring Hope
4826	Yer pannii Dubai du kurlari tikkuji pandu..I am in Dubai tikkundu	Realistic Hope	Realistic Hope	Realistic Hope
4827	Comidy poora kapikad create malpuni. Orinakulu kaali acting malpuni	fading hope 	Fading Hope 	Fading Hope 
4828	pira teer poyal	Hopelessness	Hopelessness	Hopelessness
4829	Night Alarm deed wish malpare undu Happy death day Matthe hutti ba geleya.	Hopelessness	Hopelessness	Hopelessness
4830	Aravind bolar sir naa Mumbai tulu taa full episode malpule plzzzzz	Optimistic Hope	Optimistic Hope	Optimistic Hope
4831	Super undu anda laugh tracks borchithnd	Optimistic Hope	Optimistic Hope	Optimistic Hope
4832	Full film padele	Optimistic Hope	Optimistic Hope	Optimistic Hope
4833	Papa marre santhu	Hopelessness	Hopelessness	Hopelessness
4834	Aunty  ath shunti. Hahaha	Hopelessness	Hopelessness	Hopelessness
4835	Natakada kaali Audio kenreg aat yedde aapujji... Ayta natane tundala matra ayta satva gottapundu....	fading hope 	Fading Hope 	Fading Hope 
4836	Part 2 paduna pland ejjara anna	Optimistic Hope	Optimistic Hope	Optimistic Hope
4837	Chu thathn d ,	Hopelessness	Hopelessness	Hopelessness
4838	Yava actor audience nodolla	Hopelessness	Hopelessness	Hopelessness
4839	Obbaaaa dada mitukuvoluya	Hopelessness	Hopelessness	Hopelessness
4840	nikulu mast paterdu kokai tojapale..	Hopelessness	Hopelessness	Hopelessness
4841	Ponnu Tulu patherni sari ejji ye.!!	fading hope 	Fading Hope 	Fading Hope 
4842	Embe like maldhe atha mare artha anda ayege	Realistic Hope	Realistic Hope	Realistic Hope
4843	pokkade gobbe paaduni,comedy iji	Hopelessness	Hopelessness	Hopelessness
4844	Madme enk att .poppag ye..	Hopelessness	Hopelessness	Hopelessness
4845	Prajwalerna paterade telike barpund	Hopelessness	Hopelessness	Hopelessness
4846	Dheepak Rai eereg 100namaskaara	Inspiring Hope	Inspiring Hope	Inspiring Hope
4847	Pett kandabett aand, pettist bixuker.	fading hope 	Fading Hope 	Fading Hope 
4848	Yeraanda muulu comment thuupunagulu aanda comment malpule	Hopelessness	Hopelessness	Hopelessness
4849	Double meaning nataka :(	Hopelessness	Hopelessness	Hopelessness
4850	Girgit film full barpuji daane frds	Optimistic Hope	Optimistic Hope	Optimistic Hope
4851	Puche Erna chikapane burdipver bethe yerla budayer	Realistic Hope	Realistic Hope	Realistic Hope
4852	Nana pura Kas ge anda Kas ijjainakleg dala ijjand	Realistic Hope	Realistic Hope	Realistic Hope
4853	Padinenma gante modi bendeth ethe namma desha gundandhara aand anna	fading hope 	Fading Hope 	Fading Hope 
4854	Kakkuvoland😂😂😂😂. Mella tinla ya	Hopelessness	Hopelessness	Hopelessness
4855	Dada marre pukuli yedde famous apundand, pukuligla onji kala bathend	Hopelessness	Hopelessness	Hopelessness
4856	KGF vlog d undu	Optimistic Hope	Optimistic Hope	Optimistic Hope
4857	ನಮ ತುಳು ಬರವು ಬುಲೆಪಾಯಿಜಿಡ ಬೇತೆ ಏರ್ ಗೆನ್ಪುವೆರ್?ತುಳು ಬರವು ನಮಕ್ ತೆರಿದಿನ ಬೇತೆ ಒವ್ವೇ ಬರವುದಾತೇ ಪಿರಾಕ್ ದ,ನಮ ಕರ್ನಾಟಕ ಕೇರಳೂಡು ಇತ್ತಿನೆರ್ದಾತ್ರ ನಮ ಕನ್ನಡ ಮಲಯಾಳಂ ಬರವು ಗಲಸೊಡು ಪನ್ದ್ ಇಜ್ಜಿ. ತುಳುಕು ಕನ್ನಡ ಅಕ್ಷರದ ಬರವು ಗಲಸಿನಿ 19ನೇ ಶತಮಾನೊಡು ಜರ್ಮನ್ ಮಿಷನರಿಲೆರ್ದಾತ್ರ  #TuluLipi #SaveTulu #Tuluto8thschedule 	Inspiring Hope	Inspiring Hope	Inspiring Hope
4858	ಮುಕುಲೆನ ಮಾತಲ ಮಲಯಾಳಂ ಫಿಲ್ಮ್ ದ ರಿಮೇಕ್.	fading hope 	Fading Hope 	Fading Hope 
4859	Dance malpodu andhu apundu	Realistic Hope	Realistic Hope	Realistic Hope
4860	Yencha cament ye 🤭🤭🤭🤭	Hopelessness	Hopelessness	Hopelessness
4861	Ponnulen a reeti thojpayera balli.	Hopelessness	Hopelessness	Hopelessness
4862	ರೌಡಿ ರೋಲ್ ಮಲ್ದಿನರೆಗ್ ಎನ್ನ ಎಕಸ್ಟ್ರಾ ನಮಸ್ಕಾರ	Inspiring Hope	Inspiring Hope	Inspiring Hope
4863	Jai tulunad..jai tulu industry..jai gunanath	Inspiring Hope	Inspiring Hope	Inspiring Hope
4864	ಗಿರ್ಗಿಟ್ ಬುಕ್ಕಾ 2ಎಕ್ರೆ ಮೂವೀ ಏರೆರ್ ತುಯಾರ್......	Hopelessness	Hopelessness	Hopelessness
4865	Ajji star.....pulli joru.....	Realistic Hope	Realistic Hope	Realistic Hope
4866	Yabaa arpith dada avaste erna 😂😂😂😂	Hopelessness	Hopelessness	Hopelessness
4867	Rakshita tinpina style change malupule pls onte onte tinle ❤ bejar malpotchi	fading hope 	Fading Hope 	Fading Hope 
4868	Recent baidna dramane	Hopelessness	Hopelessness	Hopelessness
4869	Dada karma thinpa ancha😂	fading hope 	Fading Hope 	Fading Hope 
4870	Saagoli poora haal maltane ...	Hopelessness	Hopelessness	Hopelessness
4871	ಏತ್ ಸಲ ಒತ್ತೋಡು	Hopelessness	Hopelessness	Hopelessness
4872	Oh enna ajja kapule... yan dilala ereta bedpe atha ajja... ain edersale ajja	Optimistic Hope	Optimistic Hope	Optimistic Hope
4873	Aasti bared kordu bulpuve pokkade	Hopelessness	Hopelessness	Hopelessness
4874	Undu tirth yer maare subnews barepini ? 🤣🤣🤣 Aa janakh dictionary geth korle Arpith 😂	Optimistic Hope	Optimistic Hope	Optimistic Hope
4875	Athu kinniya praya du erregu love bhayankara marre	Hopelessness	Hopelessness	Hopelessness
4876	ನವೀನ್ ಡಿ ಪಡೀಲ್ & ಅರವಿಂದ್ ಬೋಳಾರ ದಾನೆ ಇಜ್ಜಿ?	Optimistic Hope	Optimistic Hope	Optimistic Hope
4877	Ayyo....Enchina Content marre	fading hope 	Fading Hope 	Fading Hope 
4878	Dada mukuleg saritha bashe  batthandh, prathi dramodla  marlerleka marlerleka  aa dialog	fading hope 	Fading Hope 	Fading Hope 
4879	Andu full film paadle	Optimistic Hope	Optimistic Hope	Optimistic Hope
4880	Maathu jaasthi comedy kammi	fading hope 	Fading Hope 	Fading Hope 
4881	yer marre avv dislike manthini	Hopelessness	Hopelessness	Hopelessness
4882	6 andh ata ....bega upload malpule	Optimistic Hope	Optimistic Hope	Optimistic Hope
4883	Sir babu &Akka nataka audio ittunda padle	Optimistic Hope	Optimistic Hope	Optimistic Hope
4884	@water Nandalike: eth famous aapa mararaya ???… I love your show…best of luck…	Inspiring Hope	Inspiring Hope	Inspiring Hope
4885	santhu. borchi. marre. er. oriye. enchane. video manpule.	Realistic Hope	Realistic Hope	Realistic Hope
4886	Ini santu Anne Dane dull aini.. 🙄	fading hope 	Fading Hope 	Fading Hope 
4887	ನೀಗಲ್ ಮೂಜಿ ಜನಲ...aathnd...	Hopelessness	Hopelessness	Hopelessness
4888	Enchina mata pratibe ulla.............	fading hope 	Fading Hope 	Fading Hope 
4889	thats true paraber panngane podige	Hopelessness	Hopelessness	Hopelessness
4890	Marmal over acting kami mlpule bka yedde apnd	fading hope 	Fading Hope 	Fading Hope 
4891	Time pass natak	Hopelessness	Hopelessness	Hopelessness
4892	Walter rannagla. Onji. Part. Korle	Optimistic Hope	Optimistic Hope	Optimistic Hope
4893	Padin   ma gante modi b   deth ethe namma desha gundandhara aand anna	fading hope 	Fading Hope 	Fading Hope 
4894	Malpodchi.      But nice	Realistic Hope	Realistic Hope	Realistic Hope
4895	Enchinaya Nina pukuli karma	Hopelessness	Hopelessness	Hopelessness
4896	Bad worlds bodchd 😊 kathe yadee undu	Optimistic Hope	Optimistic Hope	Optimistic Hope
4897	Undhu surukke baarri jor undu ye	Hopelessness	Hopelessness	Hopelessness
4898	Marala vinith nayi	Hopelessness	Hopelessness	Hopelessness
4899	Embena maya aathina pukulin olu nadunu marre..\u200d️	Hopelessness	Hopelessness	Hopelessness
4900	Best programme kirikiri jodilu	Inspiring Hope	Inspiring Hope	Inspiring Hope
4901	ತುಲುನಾಡೊರ್ಮೆ ತುಲು ಲಿಪಿ ಕುಡೊರ ಮೆನ್ಕೊಡು ಪನ್ಪಿ ಉಮೇದ್‌ಡ್....  #TuluScript #TuluLipi #TuluBarahu #TuluBarabu #TuluScriptNameBoard 	Optimistic Hope	Optimistic Hope	Optimistic Hope
4902	@sudhanshuhejmadi1845  ayag artha anda mare like korthe🤣🤣	Hopelessness	Hopelessness	Hopelessness
4903	kita kita kita evanu hus bita	Hopelessness	Hopelessness	Hopelessness
4904	11 minutes  film mugind	fading hope 	Fading Hope 	Fading Hope 
4905	Namma team prashamsha Kaup	Hopelessness	Hopelessness	Hopelessness
4906	Ancha Carecter wise thupinanda Police Carecterla Malpare Balli First rdh Last Mutta Akleg Apahasya Apuja??	Realistic Hope	Realistic Hope	Realistic Hope
4907	Kann katt  serial Episode 9 yepa barpundu.......	Optimistic Hope	Optimistic Hope	Optimistic Hope
4908	Pukuli maaya aanda maareshek	Hopelessness	Hopelessness	Hopelessness
4909	Wah... amazing lve u kudla	Inspiring Hope	Inspiring Hope	Inspiring Hope
4910	Banji tula mare tyrelaka und	Hopelessness	Hopelessness	Hopelessness
4911	amitab pic shooting deppuna untaderaaa?	fading hope 	Fading Hope 	Fading Hope 
4912	Baari laik da sajjige	Hopelessness	Hopelessness	Hopelessness
4913	Ayena pukuli encha maya ayini..er kandiyar mare..	Hopelessness	Hopelessness	Hopelessness
4914	Namma nammane deppuni	Hopelessness	Hopelessness	Hopelessness
4915	#Dada film mara️	Hopelessness	Hopelessness	Hopelessness
4916	dagal bajilu atha	fading hope 	Fading Hope 	Fading Hope 
4917	comedy show d monet thelike ijjanda suit aapujji	fading hope 	Fading Hope 	Fading Hope 
4918	Shhheyyyy bloopers daye pardhijar video d nanala gammath aatthu	Optimistic Hope	Optimistic Hope	Optimistic Hope
4919	ee namne da review yenna life d thuthiji....  jolly	Inspiring Hope	Inspiring Hope	Inspiring Hope
4920	good    tertainm   t..Arunereg kammi act..	fading hope 	Fading Hope 	Fading Hope 
4921	Dhoni daaye wicket da piraav untdin	Hopelessness	Hopelessness	Hopelessness
4922	ಕಾಲಿ  8ನಿಮಿಷ  ಯಾವ? ಕ ಮ್ಮಿ  ಡ್ಡ್  15 ನಿಮಿಷ  ಮಲ್ಲ್ ಪೊಡು	Optimistic Hope	Optimistic Hope	Optimistic Hope
4923	Sumar samaya kariyind. Nxt yapa dumbu popina.	fading hope 	Fading Hope 	Fading Hope 
4924	Gobbere popujer ge	Hopelessness	Hopelessness	Hopelessness
4925	Arvindanna DSP black erna branda	Hopelessness	Hopelessness	Hopelessness
4926	ಈ ಮೂವಿನ್ ತೂವಂದೆ ಏತ್ ಸಮಯ ಆಂಡ್ ಮರಾಯ್ರೆ	Hopelessness	Hopelessness	Hopelessness
4927	ವೆಂಕಪಣ್ಣನ ತೋಟಾಗ್ ಕಂಗುಗ್ ನೀರ್ ತೇಪರೆ ಉಂಡು	Optimistic Hope	Optimistic Hope	Optimistic Hope
4928	Y   china dialogue maare....	Hopelessness	Hopelessness	Hopelessness
4929	Pukuli song Mangalore baari famous. Next time pooki maaya Ko song	Hopelessness	Hopelessness	Hopelessness
4930	Already bathede e comedy but ok	fading hope 	Fading Hope 	Fading Hope 
4931	Eer Enchene Comedy malthar malthar...",optimistic hope
